source_column,import_id,question,semantic_score,response_label,n,pct_of_valid,wilson95_lower,wilson95_upper,valid_n
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",1,Strongly disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",2,Somewhat disagree,3,0.13043478260869565,0.04537659093631238,0.32127482270095964,23
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",3,Neither agree nor disagree,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,23
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",4,Somewhat agree,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,23
Q12_3,QID65_3,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand ERC specifications of ERC-712 and how the ERC-712 DOMAIN_SEPARATOR binds a signature to a specific authorisation domain at the wallet side using fields such as contract name, version, chainId, verifyingContract, and optional salt.",5,Strongly agree,9,0.391304347826087,0.22157622792477952,0.592144776086183,23
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",1,Strongly disagree,0,0.0,0.0,0.14311661845042686,23
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",2,Somewhat disagree,5,0.21739130434782608,0.09663978026586204,0.4190348301626401,23
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",3,Neither agree nor disagree,4,0.17391304347826086,0.06978653563062565,0.3713764764022614,23
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",4,Somewhat agree,11,0.4782608695652174,0.29237157416646653,0.6703726266357259,23
Q12_4,QID65_5,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - When implementing ERC-2612 permit logic, I agree that it is hard or require special knowledge to understand that nonce, deadline, spender/operator, token scope, amount, and authorization target are correctly enforced to prevent replay or unintended reuse.",5,Strongly agree,3,0.13043478260869565,0.04537659093631238,0.32127482270095964,23
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",1,Strongly disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",2,Somewhat disagree,2,0.08695652173913043,0.024180004484220363,0.26795981075743663,23
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",3,Neither agree nor disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",4,Somewhat agree,11,0.4782608695652174,0.29237157416646653,0.6703726266357259,23
Q12_5,QID65_4,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I understand that signatures or off-chain authorizations may become replayable across chains, contracts, versions, proxies, forks, or deployment contexts if the domain separator is missing, incomplete, stale, or incorrectly constructed.",5,Strongly agree,8,0.34782608695652173,0.1881127593879773,0.55109664622737,23
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",1,Strongly disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",2,Somewhat disagree,4,0.17391304347826086,0.06978653563062565,0.3713764764022614,23
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",3,Neither agree nor disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",4,Somewhat agree,7,0.30434782608695654,0.15604024453214022,0.508657562687592,23
Q12_6,QID65_6,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Replay Risk: I know the risks involved with cached stored domain separators, incorrect chainId and verifyingContract and its impact will lead to cross-chain and contract replay attacks and loss of money.",5,Strongly agree,10,0.43478260869565216,0.25634635325674215,0.6318862491498354,23
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",1,Strongly disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",2,Somewhat disagree,2,0.08695652173913043,0.024180004484220363,0.26795981075743663,23
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",3,Neither agree nor disagree,2,0.08695652173913043,0.024180004484220363,0.26795981075743663,23
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",4,Somewhat agree,7,0.30434782608695654,0.15604024453214022,0.508657562687592,23
Q12_7,QID65_2,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - I often consider how wallets, marketplaces, bridges, relayers, and other external protocols interpret the signed message, displayed signing fields, approval scope, and resulting authorisation effect.",5,Strongly agree,11,0.4782608695652174,0.29237157416646653,0.6703726266357259,23
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",1,Strongly disagree,1,0.043478260869565216,0.007716666143453149,0.20991155070258877,23
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",2,Somewhat disagree,2,0.08695652173913043,0.024180004484220363,0.26795981075743663,23
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",3,Neither agree nor disagree,2,0.08695652173913043,0.024180004484220363,0.26795981075743663,23
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",4,Somewhat agree,6,0.2608695652173913,0.12548616044986347,0.4647000483742537,23
Q12_8,QID65_7,"Signature Construction Correctness:
Please rate your agreement with the following statements about signature-based authorisation in smart contracts, including ERC-20, ERC-712, ERC-2612 permit, ERC-1271, ERC-5267, and related mechanisms. - Mitigation: I would benefit from automated tools or audit checklists that specifically verify signature construction correctness, including domain separator fields, nonce/deadline handling, wallet interpretation, proxy behaviour, and replay resistance.",5,Strongly agree,12,0.5217391304347826,0.32962737336427406,0.7076284258335335,23
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",1,Strongly disagree,3,0.04838709677419355,0.016591685850580726,0.1328803792732396,62
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",2,Somewhat disagree,6,0.0967741935483871,0.045111872023193916,0.19548818612307423,62
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",3,Neither agree nor disagree,14,0.22580645161290322,0.13955183038588276,0.34405620915357954,62
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",4,Somewhat agree,20,0.3225806451612903,0.21954490651283892,0.44631911907151905,62
Q13_1,QID30_2,"ERC Specifications and Security Considerations : - Security vs Gas Optimisation: When implementing ERC standards, I prioritise specification correctness and security-preserving behaviour over gas optimisation when these goals conflict.",5,Strongly agree,19,0.3064516129032258,0.20581586585634157,0.42967216205386716,62
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",1,Strongly disagree,6,0.0967741935483871,0.045111872023193916,0.19548818612307423,62
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",2,Somewhat disagree,10,0.16129032258064516,0.09004068870309086,0.2720633601397744,62
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",3,Neither agree nor disagree,19,0.3064516129032258,0.20581586585634157,0.42967216205386716,62
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",4,Somewhat agree,15,0.24193548387096775,0.15245896205333753,0.3615250751602741,62
Q13_2,QID30_4,"ERC Specifications and Security Considerations : - Incorrect Standard Implementation: I have encountered, audited, or fixed security vulnerabilities caused by incorrect, incomplete, or inconsistent implementation of ERC standard requirements.",5,Strongly agree,12,0.1935483870967742,0.11433808240290248,0.3085179617882613,62
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",1,Strongly disagree,1,0.016129032258064516,0.002852867168621827,0.08586720260689992,62
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",2,Somewhat disagree,10,0.16129032258064516,0.09004068870309086,0.2720633601397744,62
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",3,Neither agree nor disagree,21,0.3387096774193548,0.23341701875208906,0.4628230045064181,62
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",4,Somewhat agree,18,0.2903225806451613,0.1922355728861953,0.4128764573498641,62
Q13_3,QID49,"ERC Specifications and Security Considerations : - Batch Transfer Risk: ERC-1155 batch-transfer functions such as safeBatchTransferFrom introduce amplified risk because a single incorrectly implemented call may affect multiple token IDs, balances, receiver checks, and state updates within one transaction.",5,Strongly agree,12,0.1935483870967742,0.11433808240290248,0.3085179617882613,62
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,1,Strongly disagree,2,0.058823529411764705,0.016282655210122746,0.19093606904280996,34
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,2,Somewhat disagree,8,0.23529411764705882,0.12436985532639575,0.3999613792253638,34
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,3,Neither agree nor disagree,12,0.35294117647058826,0.21487920594879492,0.5208603688021826,34
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,4,Somewhat agree,9,0.2647058823529412,0.14601190677211745,0.43117141282944665,34
Q13_4(New),QID30_1,Security Considerations : - I am aware of security pitfalls specific to each ERC standard I implement,5,Strongly agree,3,0.08823529411764706,0.030465943674648555,0.22960486562808868,34
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,1,Strongly disagree,3,0.08823529411764706,0.030465943674648555,0.22960486562808868,34
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,2,Somewhat disagree,4,0.11764705882352941,0.04671446664882335,0.26620842770371833,34
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,3,Neither agree nor disagree,11,0.3235294117647059,0.1913164356402551,0.49157105406091794,34
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,4,Somewhat agree,13,0.38235294117647056,0.23900183324508897,0.549589826555693,34
Q13_5(New),QID30_3,Security Considerations : - I use specific security tools for ERC standard compliance checking,5,Strongly agree,3,0.08823529411764706,0.030465943674648555,0.22960486562808868,34
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",1,Strongly disagree,9,0.14285714285714285,0.07701948334720692,0.24974565921625858,63
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",2,Somewhat disagree,15,0.23809523809523808,0.14993783678290606,0.35635660109696865,63
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",3,Neither agree nor disagree,23,0.36507936507936506,0.25715392865036535,0.4885129029847216,63
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",4,Somewhat agree,14,0.2222222222222222,0.13725007752613644,0.3391228111343367,63
Q14_1,QID51,"Delegated Authorisation and Approval Propagation: Please indicate how much you agree or disagree:

When an owner grants approval to a spender or operator through mechanisms such as ERC-20 approve, ERC-2612 permit, or ERC-721/ERC-1155 setApprovalForAll, and this ""operator"" continues to provide further approvals to other operators with or without owners knowledge, do you agree that these delegated approvals authentic and valid cases?",5,Strongly agree,2,0.031746031746031744,0.008749527561580449,0.10856477046607432,63
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",1,Strongly disagree,0,0.0,6.938893903907228e-18,0.09890099232440402,35
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",2,Somewhat disagree,2,0.05714285714285714,0.015813161857108654,0.1860705742016492,35
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",3,Neither agree nor disagree,12,0.34285714285714286,0.20831694987048957,0.5084805048600374,35
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",4,Somewhat agree,11,0.3142857142857143,0.18550844674265818,0.4797976361206918,35
Q14_2(New)———Q17(Old),QID52,"Please indicate how much you agree or disagree with the following statements regarding the ""setApprovalForAll"" (used in ERC-721, ERC-1155) function and its associated security risks.


I agree that with the specific phishing risks associated with setApprovalForAll, where a malicious actor (unauthorised operator) can trick a user into signing an order that exploits their existing, broad approval",5,Strongly agree,10,0.2857142857142857,0.16326536236434688,0.45054934863182616,35
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",1,Strongly disagree,2,0.03225806451612903,0.008891371499816635,0.11020469594985441,62
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",2,Somewhat disagree,5,0.08064516129032258,0.03493834698599271,0.17528571348612612,62
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",3,Neither agree nor disagree,10,0.16129032258064516,0.09004068870309086,0.2720633601397744,62
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",4,Somewhat agree,26,0.41935483870967744,0.3047758590777194,0.5433441525515342,62
Q15_1,QID69_1,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Gravity of Risk: I believe the security risks posed by approvals are a critical not just a theoretical or edge-case problem. Approval-based mechanisms can expose users to phishing or misleading authorisation risks when permissions are broad, persistent with no deadline, poorly scoped, or difficult for wallets to display clearly.",5,Strongly agree,19,0.3064516129032258,0.20581586585634157,0.42967216205386716,62
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",1,Strongly disagree,1,0.015873015873015872,0.002807494213869277,0.08458525459438397,63
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",2,Somewhat disagree,6,0.09523809523809523,0.04438348427689201,0.19261701062836892,63
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",3,Neither agree nor disagree,22,0.3492063492063492,0.24325989015230323,0.47248539226338215,63
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",4,Somewhat agree,21,0.3333333333333333,0.2294961446460398,0.4563275885502441,63
Q15_2,QID69_2,"Please indicate your level of agreement with the following statements about approval-based authorisation mechanisms, including ERC-20 `approve`/`transferFrom`, ERC-2612 `permit`, and ERC-721/ERC-1155 `setApprovalForAll`, and their associated security risks. - Protocol-Level Problem: I consider the current approval implementation to be a fundamental misunderstanding risk in the ERC-20/721/1155 standards that should be addressed at the protocol level, not just through user education.",5,Strongly agree,13,0.20634920634920634,0.1247531961549383,0.3216981432861334,63
